time	V(in)	V(out)
4.121536172376557e+000	-3.348203e+000	
4.151058877454682e+000	-1.907686e+000	
4.180581582532807e+000	-4.171008e-001	
4.189016641126557e+000	1.087369e-002	
4.210104287610932e+000	1.076260e+000	
4.235409463392181e+000	2.322085e+000	
4.248062051282807e+000	2.921541e+000	
4.269149697767182e+000	3.884814e+000	
4.294454873548431e+000	4.945133e+000	
4.307107461439056e+000	5.428087e+000	
4.323977578626556e+000	6.022964e+000	
4.334909582777287e+000	6.381867e+000	
4.342117919989838e+000	6.602540e+000	
4.345240312774390e+000	6.693797e+000	
4.346907981729836e+000	6.741165e+000	
4.348222900900469e+000	6.777900e+000	
4.349564766441597e+000	6.814931e+000	
4.350633134111143e+000	6.844080e+000	
4.351837306344138e+000	6.876559e+000	
4.353133630209276e+000	6.911066e+000	
4.355070881103726e+000	6.961848e+000	
4.356932801836901e+000	7.009782e+000	
4.359076339878762e+000	7.063800e+000	
4.365783229823642e+000	7.223611e+000	
4.386391983017322e+000	7.618705e+000	
4.413870320608896e+000	7.951209e+000	
4.447610554983896e+000	8.123723e+000	
4.468509433780675e+000	8.071289e+000	
4.490326214663582e+000	7.869454e+000	
4.506662594088188e+000	7.632076e+000	
4.522468588369624e+000	7.321086e+000	
4.544738629052854e+000	6.798166e+000	
4.557391216943479e+000	6.436271e+000	
4.578478863427854e+000	5.764518e+000	
4.608001568505979e+000	4.671667e+000	
4.637524273584104e+000	3.443521e+000	
4.667046978662229e+000	2.120082e+000	
4.696569683740353e+000	7.439696e-001	
4.726092388818478e+000	-6.409566e-001	
4.734527447412228e+000	-1.030536e+000	
4.755615093896603e+000	-1.991015e+000	
4.780920269677853e+000	-3.087459e+000	
4.793572857568478e+000	-3.604095e+000	
4.814660504052853e+000	-4.420965e+000	
4.823095562646603e+000	-4.720094e+000	
4.839965679834102e+000	-5.265337e+000	
4.873705914209102e+000	-6.186045e+000	
4.907446148584103e+000	-6.869973e+000	
4.941186382959103e+000	-7.264606e+000	
4.974926617334103e+000	-7.357751e+000	
5.008666851709103e+000	-7.149836e+000	
5.042407086084103e+000	-6.653719e+000	
5.076147320459103e+000	-5.893978e+000	
5.109887554834104e+000	-4.946016e+000	
5.122540142724729e+000	-4.521733e+000	
5.143627789209104e+000	-3.765595e+000	
5.173150494287229e+000	-2.616130e+000	
5.202673199365353e+000	-1.401063e+000	
5.232195904443478e+000	-1.595459e-001	
5.240630963037228e+000	1.936251e-001	
5.261718609521603e+000	1.068984e+000	
5.270153668115353e+000	1.410149e+000	
5.291241314599728e+000	2.246065e+000	
5.316546490380977e+000	3.185381e+000	
5.329199078271603e+000	3.621773e+000	
5.346069195459102e+000	4.151139e+000	
5.379809429834102e+000	5.068841e+000	
5.413549664209103e+000	5.821439e+000	
5.428648016860628e+000	6.086875e+000	
5.435637361826284e+000	6.186932e+000	
5.438662494325722e+000	6.225183e+000	
5.442721196886066e+000	6.272399e+000	
5.446095182840721e+000	6.308848e+000	
5.449873122487110e+000	6.346244e+000	
5.461948978414740e+000	6.439500e+000	
5.473315494986849e+000	6.489733e+000	
5.496048528131067e+000	6.488621e+000	
5.529788762506067e+000	6.294118e+000	
5.560602782517024e+000	5.910350e+000	
5.594343016892024e+000	5.263512e+000	
5.628083251267024e+000	4.456056e+000	
5.640735839157649e+000	4.092580e+000	
5.661823485642024e+000	3.443506e+000	
5.691346190720149e+000	2.454277e+000	
5.720868895798274e+000	1.406393e+000	
5.758826659470149e+000	2.844201e-002	
5.779914305954524e+000	-7.290398e-001	
5.788349364548274e+000	-1.024573e+000	
5.809437011032649e+000	-1.749130e+000	
5.817872069626398e+000	-2.025640e+000	
5.834742186813898e+000	-2.549680e+000	
5.868482421188898e+000	-3.498465e+000	
5.902222655563898e+000	-4.298598e+000	
5.935962889938899e+000	-4.905727e+000	
5.969703124313899e+000	-5.299363e+000	
6.003443358688899e+000	-5.468307e+000	
6.037183593063899e+000	-5.410907e+000	
6.070923827438899e+000	-5.134903e+000	
6.104664061813899e+000	-4.656889e+000	
6.138404296188900e+000	-4.001408e+000	
6.172144530563900e+000	-3.199736e+000	
6.205884764938900e+000	-2.288421e+000	
6.239624999313900e+000	-1.313242e+000	
6.273365233688900e+000	-2.957204e-001	
6.281800292282650e+000	-4.248065e-002	
6.298670409470150e+000	4.544364e-001	
6.332410643845150e+000	1.405676e+000	
6.366150878220150e+000	2.278714e+000	
6.399891112595150e+000	3.035130e+000	
6.433631346970151e+000	3.647124e+000	
6.467371581345151e+000	4.093632e+000	
6.501111815720151e+000	4.361025e+000	
6.534852050095151e+000	4.443467e+000	
6.568592284470151e+000	4.342939e+000	
6.602332518845151e+000	4.068935e+000	
6.636072753220152e+000	3.637847e+000	
6.669812987595152e+000	3.072077e+000	
6.703553221970152e+000	2.398927e+000	
6.737293456345152e+000	1.649310e+000	
6.771033690720152e+000	8.563501e-001	
6.804773925095152e+000	5.392983e-002	
6.838514159470153e+000	-7.247463e-001	
6.872254393845153e+000	-1.448519e+000	
6.905994628220153e+000	-2.089507e+000	
6.939734862595153e+000	-2.624171e+000	
6.973475096970153e+000	-3.034149e+000	
7.007215331345154e+000	-3.306855e+000	
7.040955565720154e+000	-3.435810e+000	
7.074695800095154e+000	-3.420707e+000	
7.108436034470154e+000	-3.267208e+000	
7.142176268845154e+000	-2.986505e+000	
7.175916503220154e+000	-2.594657e+000	
7.209656737595155e+000	-2.111745e+000	
7.243396971970155e+000	-1.560888e+000	
7.277137206345155e+000	-9.671696e-001	
7.310877440720155e+000	-3.565184e-001	
7.344617675095155e+000	2.454077e-001	
7.378357909470156e+000	8.142813e-001	
7.412098143845156e+000	1.328070e+000	
7.445838378220156e+000	1.767868e+000	
7.479578612595156e+000	2.118563e+000	
7.513318846970156e+000	2.369318e+000	
7.547059081345156e+000	2.513851e+000	
7.580799315720157e+000	2.550519e+000	
7.614539550095157e+000	2.482194e+000	
7.648279784470157e+000	2.315961e+000	
7.682020018845157e+000	2.062650e+000	
7.715760253220157e+000	1.736226e+000	
7.749500487595157e+000	1.353082e+000	
7.783240721970158e+000	9.312484e-001	
7.850721190720158e+000	4.694207e-002	
7.884461425095158e+000	-3.785846e-001	
7.918201659470158e+000	-7.704021e-001	
7.951941893845159e+000	-1.114022e+000	
7.985682128220159e+000	-1.397568e+000	
8.019422362595158e+000	-1.612145e+000	
8.053162596970157e+000	-1.752069e+000	
8.086902831345157e+000	-1.814956e+000	
8.120643065720156e+000	-1.801661e+000	
8.154383300095155e+000	-1.716097e+000	
8.188123534470154e+000	-1.564928e+000	
8.221863768845154e+000	-1.357172e+000	
8.255604003220153e+000	-1.103718e+000	
8.289344237595152e+000	-8.167995e-001	
8.323084471970152e+000	-5.094332e-001	
8.356824706345151e+000	-1.948602e-001	
8.390564940720150e+000	1.139968e-001	
8.424305175095149e+000	4.050343e-001	
8.458045409470149e+000	6.674091e-001	
8.491785643845148e+000	8.919057e-001	
8.525525878220147e+000	1.071221e+000	
8.559266112595147e+000	1.200156e+000	
8.593006346970146e+000	1.275718e+000	
8.626746581345145e+000	1.297127e+000	
8.660486815720144e+000	1.265739e+000	
8.694227050095144e+000	1.184893e+000	
8.727967284470143e+000	1.059688e+000	
8.761707518845142e+000	8.967053e-001	
8.795447753220142e+000	7.036962e-001	
8.829187987595141e+000	4.892363e-001	
8.862928221970140e+000	2.623734e-001	
8.896668456345140e+000	3.227535e-002	
8.930408690720139e+000	-1.921072e-001	
8.964148925095138e+000	-4.023530e-001	
8.997889159470137e+000	-5.908476e-001	
9.031629393845137e+000	-7.510198e-001	
9.065369628220136e+000	-8.775313e-001	
9.099109862595135e+000	-9.664161e-001	
9.132850096970135e+000	-1.015170e+000	
9.166590331345134e+000	-1.022789e+000	
9.200330565720133e+000	-9.897576e-001	
9.234070800095132e+000	-9.179950e-001	
9.267811034470132e+000	-8.107553e-001	
9.301551268845131e+000	-6.724933e-001	
9.335291503220130e+000	-5.086979e-001	
9.369031737595130e+000	-3.256985e-001	
9.402771971970129e+000	-1.304506e-001	
9.436512206345128e+000	6.969313e-002	
9.470252440720127e+000	2.672220e-001	
9.503992675095127e+000	4.547096e-001	
9.537732909470126e+000	6.250547e-001	
9.571473143845125e+000	7.717137e-001	
9.605213378220125e+000	8.889205e-001	
9.638953612595124e+000	9.718864e-001	
9.672693846970123e+000	1.016976e+000	
9.706434081345122e+000	1.021851e+000	
9.740174315720122e+000	9.855831e-001	
9.773914550095121e+000	9.087192e-001	
9.807654784470120e+000	7.933087e-001	
9.841395018845120e+000	6.428798e-001	
9.875135253220119e+000	4.623653e-001	
9.908875487595118e+000	2.579790e-001	
9.942615721970117e+000	3.704061e-002	
1.001009619072012e+001	-4.210615e-001	
1.004383642509512e+001	-6.402676e-001	
1.007757665947012e+001	-8.407437e-001	
1.011131689384511e+001	-1.013733e+000	
1.014505712822011e+001	-1.151196e+000	
1.017879736259511e+001	-1.246160e+000	
1.021253759697011e+001	-1.293044e+000	
1.024627783134511e+001	-1.287948e+000	
1.028001806572011e+001	-1.228890e+000	
1.031375830009511e+001	-1.115989e+000	
1.034749853447011e+001	-9.515612e-001	
1.038123876884511e+001	-7.401400e-001	
1.041497900322011e+001	-4.884043e-001	
1.044871923759511e+001	-2.050132e-001	
1.048245947197011e+001	9.965040e-002	
1.051619970634511e+001	4.138230e-001	
1.054993994072011e+001	7.247809e-001	
1.058368017509510e+001	1.019324e+000	
1.061742040947010e+001	1.284308e+000	
1.065116064384510e+001	1.511369e+000	
1.067491685095829e+001	1.642821e+000	
1.069112403367021e+001	1.715322e+000	
1.070085243944584e+001	1.750777e+000	
1.071058545333976e+001	1.779857e+000	
1.071949530392323e+001	1.800450e+000	
1.073508934191864e+001	1.821017e+000	
1.076292774537902e+001	1.818084e+000	
1.079666797975402e+001	1.751240e+000	
1.083040821412902e+001	1.610694e+000	
1.086414844850402e+001	1.395528e+000	
1.089788868287902e+001	1.111453e+000	
1.093162891725402e+001	7.673891e-001	
1.096536915162902e+001	3.752355e-001	
1.099910938600402e+001	-5.049990e-002	
1.106658985475402e+001	-9.347881e-001	
1.110033008912902e+001	-1.356382e+000	
1.113407032350401e+001	-1.739136e+000	
1.116781055787901e+001	-2.065028e+000	
1.120155079225401e+001	-2.317683e+000	
1.123529102662901e+001	-2.483158e+000	
1.126903126100401e+001	-2.550651e+000	
1.130277149537901e+001	-2.513111e+000	
1.133651172975401e+001	-2.367700e+000	
1.137025196412901e+001	-2.116100e+000	
1.140399219850401e+001	-1.764630e+000	
1.143773243287901e+001	-1.324163e+000	
1.147147266725401e+001	-8.098449e-001	
1.150521290162901e+001	-2.406096e-001	
1.153895313600401e+001	3.614883e-001	
1.157269337037901e+001	9.721063e-001	
1.160643360475400e+001	1.573238e+000	
1.161779886493596e+001	1.769429e+000	
1.162282118148482e+001	1.853505e+000	
1.162788087831603e+001	1.936586e+000	
1.163812588189212e+001	2.100342e+000	
1.164788522260007e+001	2.248427e+000	
1.166740390401596e+001	2.520392e+000	
1.170114413839096e+001	2.921912e+000	
1.173488437276596e+001	3.224496e+000	
1.176862460714096e+001	3.402502e+000	
1.180236484151596e+001	3.443781e+000	
1.183610507589096e+001	3.341608e+000	
1.186984531026596e+001	3.095164e+000	
1.190358554464096e+001	2.709786e+000	
1.193732577901596e+001	2.196948e+000	
1.197106601339096e+001	1.573980e+000	
1.200480624776595e+001	8.635225e-001	
1.203854648214095e+001	9.272777e-002	
1.210602695089095e+001	-1.505022e+000	
1.213976718526595e+001	-2.265187e+000	
1.217350741964095e+001	-2.954882e+000	
1.220724765401595e+001	-3.542679e+000	
1.224098788839095e+001	-4.000508e+000	
1.227472812276595e+001	-4.304969e+000	
1.230846835714095e+001	-4.438487e+000	
1.234220859151595e+001	-4.390239e+000	
1.237594882589095e+001	-4.156821e+000	
1.240968906026595e+001	-3.742617e+000	
1.244342929464095e+001	-3.159834e+000	
1.247716952901594e+001	-2.428203e+000	
1.251090976339094e+001	-1.574346e+000	
1.254464999776594e+001	-6.421055e-001	
1.254886752706282e+001	-5.200927e-001	
1.255730258565657e+001	-2.698284e-001	
1.257417270284407e+001	2.350649e-001	
1.260369540792219e+001	1.123646e+000	
1.263743564229719e+001	2.120436e+000	
1.265292768216148e+001	2.565470e+000	
1.266032466728255e+001	2.771637e+000	
1.266325161309532e+001	2.851679e+000	
1.266605629448185e+001	2.927563e+000	
1.266737315914733e+001	2.962948e+000	
1.266906925830863e+001	3.008230e+000	
1.267123877659484e+001	3.065791e+000	
1.267348424535046e+001	3.124935e+000	
1.267579187463826e+001	3.185169e+000	
1.268504529717206e+001	3.420193e+000	
1.269611157718739e+001	3.685632e+000	
1.271824413721806e+001	4.165124e+000	
1.275198437159306e+001	4.773036e+000	
1.278572460596806e+001	5.210372e+000	
1.281946484034306e+001	5.441516e+000	
1.285320507471806e+001	5.451671e+000	
1.288694530909306e+001	5.235037e+000	
1.292068554346806e+001	4.795276e+000	
1.295442577784306e+001	4.145573e+000	
1.298816601221806e+001	3.342674e+000	
1.300081860010868e+001	2.983801e+000	
1.302190624659306e+001	2.343368e+000	
1.304721142237431e+001	1.508932e+000	
1.305986401026493e+001	1.071712e+000	
1.307673412745243e+001	4.759244e-001	
1.308095165674931e+001	3.251508e-001	
1.308938671534306e+001	2.037557e-002	
1.309661676556627e+001	-2.426324e-001	
1.310384681578949e+001	-5.052546e-001	
1.311107686601270e+001	-7.674910e-001	
1.311830691623592e+001	-1.029342e+000	
1.312553696645913e+001	-1.290806e+000	
1.313276701668235e+001	-1.551885e+000	
1.313999706690556e+001	-1.812579e+000	
1.316951977198369e+001	-2.841970e+000	
1.317795483057744e+001	-3.121817e+000	
1.319482494776494e+001	-3.652597e+000	
1.322856518213994e+001	-4.612612e+000	
1.326230541651493e+001	-5.416261e+000	
1.329604565088993e+001	-6.011294e+000	
1.332978588526493e+001	-6.368685e+000	
1.336352611963993e+001	-6.468848e+000	
1.339726635401493e+001	-6.302651e+000	
1.343100658838993e+001	-5.872002e+000	
1.346474682276493e+001	-5.189970e+000	
1.349848705713993e+001	-4.322918e+000	
1.351113964503056e+001	-3.926940e+000	
1.353222729151493e+001	-3.214300e+000	
1.355753246729618e+001	-2.275219e+000	
1.357018505518681e+001	-1.779258e+000	
1.359127270167118e+001	-9.279884e-001	
1.359970776026493e+001	-5.781356e-001	
1.361657787745243e+001	1.268972e-001	
1.365031811182743e+001	1.544532e+000	
1.367984081690556e+001	2.753960e+000	
1.368827587549931e+001	3.085703e+000	
1.370514599268681e+001	3.735912e+000	
1.370819933503412e+001	3.850705e+000	
1.371430601972873e+001	4.075052e+000	
1.371764063550629e+001	4.196032e+000	
1.371939012531780e+001	4.258802e+000	
1.372035604243704e+001	4.293231e+000	
1.372123956476624e+001	4.324584e+000	
1.372217494719363e+001	4.357652e+000	
1.372321455758016e+001	4.394267e+000	
1.372413661216381e+001	4.426614e+000	
1.372509066643469e+001	4.459948e+000	
1.372614788841804e+001	4.496720e+000	
1.372752278980375e+001	4.544306e+000	
1.372881939591609e+001	4.588913e+000	
1.373068220173117e+001	4.652558e+000	
1.373243365009985e+001	4.711854e+000	
1.374847922087033e+001	5.226632e+000	
1.376560521235767e+001	5.710578e+000	
1.379934544673267e+001	6.500320e+000	
1.383308568110767e+001	7.059999e+000	
1.386682591548267e+001	7.336155e+000	
1.390056614985767e+001	7.342760e+000	
1.392118601671667e+001	7.197797e+000	
1.394121153784442e+001	6.933294e+000	
1.395996880413597e+001	6.588229e+000	
1.398132443073723e+001	6.073984e+000	
1.401506466511223e+001	5.109411e+000	
1.402771725300285e+001	4.675871e+000	
1.404880489948723e+001	3.892759e+000	
1.407832760456535e+001	2.676489e+000	
1.410785030964348e+001	1.362053e+000	
1.413315548542473e+001	1.877154e-001	
1.413737301472160e+001	-9.806208e-003	
1.416689571979973e+001	-1.396065e+000	
1.419641842487786e+001	-2.752783e+000	
1.422594112995598e+001	-4.036510e+000	
1.425546383503411e+001	-5.205688e+000	
1.426389889362786e+001	-5.508118e+000	
1.428076901081536e+001	-6.058659e+000	
1.431450924519036e+001	-6.983809e+000	
1.434824947956536e+001	-7.660080e+000	
1.438198971394036e+001	-8.027767e+000	
1.441572994831535e+001	-8.068428e+000	
1.444947018269035e+001	-7.777089e+000	
1.448321041706535e+001	-7.162580e+000	
1.451695065144035e+001	-6.305652e+000	
1.452960323933098e+001	-5.888571e+000	
1.455069088581535e+001	-5.120054e+000	
1.458021359089348e+001	-3.893334e+000	
1.460973629597160e+001	-2.534591e+000	
1.463925900104973e+001	-1.085954e+000	
1.466456417683098e+001	1.932001e-001	
