time	V(out)
5.691476779192283e+000	8.095929e+000
5.788479953020407e+000	8.080235e+000
5.868613009661032e+000	8.067294e+000
6.003573947161033e+000	8.045545e+000
6.138534884661033e+000	8.023854e+000
6.273495822161034e+000	8.002221e+000
6.366281466692284e+000	7.987384e+000
6.501242404192285e+000	7.965850e+000
6.636203341692285e+000	7.944374e+000
6.771164279192286e+000	7.922956e+000
6.906125216692287e+000	7.901595e+000
7.041086154192287e+000	7.880292e+000
7.176047091692288e+000	7.859047e+000
7.311008029192289e+000	7.837859e+000
7.445968966692290e+000	7.816728e+000
7.580929904192290e+000	7.795654e+000
7.715890841692291e+000	7.774637e+000
7.884592013567292e+000	7.748445e+000
8.019552951067292e+000	7.727555e+000
8.154513888567289e+000	7.706721e+000
8.289474826067286e+000	7.685944e+000
8.424435763567283e+000	7.665222e+000
8.559396701067280e+000	7.644557e+000
8.694357638567277e+000	7.623947e+000
8.829318576067275e+000	7.603393e+000
8.964279513567272e+000	7.582893e+000
9.099240451067269e+000	7.562449e+000
9.234201388567266e+000	7.542061e+000
9.369162326067263e+000	7.521728e+000
9.504123263567260e+000	7.501449e+000
9.639084201067258e+000	7.481225e+000
9.774045138567255e+000	7.461055e+000
9.909006076067252e+000	7.440940e+000
1.007770724794225e+001	7.415872e+000
1.021266818544225e+001	7.395878e+000
1.034762912294224e+001	7.375938e+000
1.048259006044224e+001	7.356053e+000
1.061755099794224e+001	7.336221e+000
1.075251193544223e+001	7.316442e+000
1.088747287294223e+001	7.296717e+000
1.102243381044223e+001	7.277044e+000
1.115739474794223e+001	7.257425e+000
1.129235568544222e+001	7.237859e+000
1.142731662294222e+001	7.218345e+000
1.156227756044222e+001	7.198884e+000
1.169723849794221e+001	7.179475e+000
1.183219943544221e+001	7.160119e+000
1.196716037294221e+001	7.140815e+000
1.213586154481721e+001	7.116758e+000
1.227082248231720e+001	7.097570e+000
1.240578341981720e+001	7.078435e+000
1.254074435731720e+001	7.059350e+000
1.258291965028595e+001	7.053398e+000
1.269679294130157e+001	7.037350e+000
1.283175387880157e+001	7.018377e+000
1.296671481630157e+001	6.999455e+000
1.305950046083282e+001	6.986475e+000
1.313119845887970e+001	6.976462e+000
1.320711398622345e+001	6.965876e+000
1.334207492372344e+001	6.947096e+000
1.347703586122344e+001	6.928366e+000
1.356982150575469e+001	6.915518e+000
1.361199679872344e+001	6.909686e+000
1.372165256044220e+001	6.894546e+000
1.381443820497344e+001	6.882719e+000
1.390652005156017e+001	6.943737e+000
1.397946392035953e+001	6.936056e+000
1.407646709418766e+001	6.922609e+000
1.416503520942204e+001	6.910355e+000
1.426203838325016e+001	6.896959e+000
1.438012920356266e+001	6.880687e+000
1.451509014106266e+001	6.862135e+000
1.460787578559391e+001	6.849411e+000
1.470487895942204e+001	6.836133e+000
1.479344707465642e+001	6.824032e+000
1.483092597544156e+001	6.826794e+000
1.483675372852507e+001	6.890587e+000
1.484500966966711e+001	7.088681e+000
1.491507262623405e+001	8.079638e+000
1.498523195118130e+001	8.194675e+000
1.509913440267055e+001	8.176028e+000
1.519613757649868e+001	8.160179e+000
1.530579333821743e+001	8.142300e+000
1.539436145345180e+001	8.127888e+000
1.552932239095180e+001	8.105974e+000
1.562210803548305e+001	8.090943e+000
1.571911120931118e+001	8.075259e+000
1.579924426595181e+001	8.062326e+000
1.588359485188931e+001	8.049242e+000
1.593171862751263e+001	8.149600e+000
1.594791863248759e+001	8.314404e+000
1.601148520020477e+001	8.466312e+000
1.608655828595164e+001	8.454473e+000
1.620464910626414e+001	8.434525e+000
1.626369451642039e+001	8.424569e+000
1.635226263165477e+001	8.409657e+000
1.644504827618602e+001	8.394065e+000
1.658000921368602e+001	8.371433e+000
1.667279485821727e+001	8.355910e+000
1.676979803204539e+001	8.339713e+000
1.684993108868602e+001	8.326356e+000
1.693849920392040e+001	8.311619e+000
1.707346014142039e+001	8.289211e+000
1.717046331524852e+001	8.273142e+000
1.728433660626415e+001	8.254318e+000
1.734338201642040e+001	8.244576e+000
1.740242742657665e+001	8.234844e+000
1.753738836407665e+001	8.212644e+000
1.767234930157665e+001	8.190501e+000
1.776513494610790e+001	8.175314e+000
1.785370306134227e+001	8.160843e+000
1.794227117657665e+001	8.146399e+000
1.807723211407665e+001	8.124436e+000
1.821219305157664e+001	8.102531e+000
1.831341375470165e+001	8.086143e+000
1.836402410626415e+001	8.077961e+000
1.845259222149852e+001	8.063663e+000
1.858755315899852e+001	8.041924e+000
1.872251409649852e+001	8.020243e+000
1.883216985821727e+001	8.002669e+000
1.895026067852977e+001	7.983788e+000
1.908522161602976e+001	7.962264e+000
1.922018255352976e+001	7.940798e+000
1.935514349102976e+001	7.919389e+000
1.949010442852975e+001	7.898038e+000
1.962506536602975e+001	7.876745e+000
1.976002630352975e+001	7.855510e+000
1.989498724102975e+001	7.834331e+000
2.002994817852974e+001	7.813210e+000
2.016490911602974e+001	7.792145e+000
2.029987005352974e+001	7.771137e+000
2.043483099102974e+001	7.750186e+000
2.056979192852973e+001	7.729291e+000
2.070475286602973e+001	7.708453e+000
2.083971380352973e+001	7.687671e+000
2.100841497540472e+001	7.661772e+000
2.114337591290472e+001	7.641116e+000
2.127833685040472e+001	7.620515e+000
2.141329778790471e+001	7.599970e+000
2.154825872540471e+001	7.579480e+000
2.168321966290471e+001	7.559046e+000
2.181818060040471e+001	7.538666e+000
2.195314153790470e+001	7.518342e+000
2.208810247540470e+001	7.498072e+000
2.222306341290470e+001	7.477857e+000
2.235802435040469e+001	7.457697e+000
2.249298528790469e+001	7.437591e+000
2.262794622540469e+001	7.417539e+000
2.276290716290469e+001	7.397541e+000
2.289786810040468e+001	7.377596e+000
2.303282903790468e+001	7.357706e+000
2.316778997540468e+001	7.337870e+000
2.330275091290467e+001	7.318086e+000
2.343771185040467e+001	7.298356e+000
2.357267278790467e+001	7.278680e+000
2.370763372540467e+001	7.259056e+000
2.384259466290466e+001	7.239485e+000
2.397755560040466e+001	7.219967e+000
2.411251653790466e+001	7.200502e+000
2.424747747540465e+001	7.181089e+000
2.438243841290465e+001	7.161728e+000
2.451739935040465e+001	7.142420e+000
2.465236028790465e+001	7.123163e+000
2.478732122540464e+001	7.103959e+000
2.492228216290464e+001	7.084806e+000
2.505724310040464e+001	7.065705e+000
2.513737615704526e+001	7.054388e+000
2.525124944806089e+001	7.038338e+000
2.538621038556088e+001	7.019362e+000
2.552117132306088e+001	7.000437e+000
2.561395696759213e+001	6.987455e+000
2.565613226056088e+001	6.981563e+000
2.576157049298276e+001	6.966854e+000
2.589653143048276e+001	6.948071e+000
2.603149236798275e+001	6.929338e+000
2.612427801251400e+001	6.916489e+000
2.618332342267026e+001	6.908324e+000
2.630563177227963e+001	6.891443e+000
2.639841741681088e+001	6.885987e+000
2.647983170565657e+001	6.949275e+000
2.655992054078497e+001	6.938807e+000
2.667379383180060e+001	6.923020e+000
2.676657947633185e+001	6.910182e+000
2.685093006226935e+001	6.898533e+000
2.698589099976935e+001	6.879934e+000
2.709976429078497e+001	6.864280e+000
2.720520252320685e+001	6.849817e+000
2.729798816773810e+001	6.837115e+000
2.738233875367560e+001	6.825811e+000
2.740062229590540e+001	6.853427e+000
2.740701673340208e+001	6.981266e+000
2.742868781278929e+001	7.460368e+000
2.752605744570071e+001	8.197321e+000
2.761578341156137e+001	8.185639e+000
2.773387423187388e+001	8.166326e+000
2.785196505218638e+001	8.147058e+000
2.794053316742076e+001	8.132638e+000
2.807549410492075e+001	8.110713e+000
2.817249727874888e+001	8.094990e+000
2.829058809906138e+001	8.075891e+000
2.837915621429576e+001	8.061596e+000
2.846772432953014e+001	8.051170e+000
2.849859565869419e+001	8.156329e+000
2.852186792688088e+001	8.367055e+000
2.858440058546435e+001	8.463343e+000
2.865675074940845e+001	8.451170e+000
2.877484156972095e+001	8.431231e+000
2.886340968495533e+001	8.416306e+000
2.894776027089283e+001	8.402119e+000
2.908272120839283e+001	8.379467e+000
2.918394191151783e+001	8.362517e+000
2.930203273183033e+001	8.342787e+000
2.938638331776783e+001	8.328723e+000
2.945808131581471e+001	8.316787e+000
2.957617213612721e+001	8.297165e+000
2.969004542714283e+001	8.278286e+000
2.979970118886158e+001	8.260148e+000
2.988826930409596e+001	8.245527e+000
2.995574977284596e+001	8.234405e+000
3.007384059315846e+001	8.214977e+000
3.020880153065846e+001	8.192830e+000
3.030580470448658e+001	8.176948e+000
3.039437281972096e+001	8.162474e+000
3.046185328847096e+001	8.151464e+000
3.057994410878346e+001	8.132232e+000
3.071490504628346e+001	8.110308e+000
3.081612574940846e+001	8.093902e+000
3.091312892323658e+001	8.078212e+000
3.098904445058034e+001	8.065955e+000
3.112400538808033e+001	8.044209e+000
3.125896632558033e+001	8.022522e+000
3.139392726308033e+001	8.000893e+000
3.148671290761158e+001	7.986058e+000
3.162167384511158e+001	7.964527e+000
3.175663478261157e+001	7.943055e+000
3.189159572011157e+001	7.921640e+000
3.202655665761157e+001	7.900283e+000
3.216151759511158e+001	7.878984e+000
3.229647853261159e+001	7.857742e+000
3.246517970448661e+001	7.831270e+000
3.260014064198662e+001	7.810157e+000
3.273510157948663e+001	7.789101e+000
3.287006251698664e+001	7.768101e+000
3.300502345448665e+001	7.747159e+000
3.313998439198667e+001	7.726272e+000
3.327494532948668e+001	7.705441e+000
3.340990626698669e+001	7.684668e+000
3.357860743886170e+001	7.658779e+000
3.371356837636171e+001	7.638131e+000
3.384852931386173e+001	7.617538e+000
3.398349025136174e+001	7.597001e+000
3.411845118886175e+001	7.576519e+000
3.425341212636176e+001	7.556093e+000
3.438837306386177e+001	7.535721e+000
3.452333400136178e+001	7.515404e+000
